establishment_name,city,state,establishment_type,created_timestamp,naics_code,industry_description,annual_average_employees,total_hours_worked,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_injuries,total_cases,is_correct,sectors_code,subsectors_code
Future Foam Inc. ,Dallas ,TX,1.0,2021-02-19 16:42:03,326150, Polyurethane foam products manufacturing ,120,255400.0,0,2,3,1,6,6,True,33,326
Northport,Northport,AL,1.0,2021-01-07 20:23:20,332313, Fabricated plate work manufacturing ,11,22880.0,0,1,0,0,1,1,True,33,332
BT Sandy UT,Sandy,UT,1.0,2021-01-15 22:37:43,238220," HVAC (heating, ventilation and air-conditioning) contractors ",42,83091.0,0,0,1,0,1,1,True,23,238
Altus Plant,Altus,OK,1.0,2021-03-16 19:51:01,311612,Cooked meats made from purchased carcasses,652,1460632.0,0,10,22,2,33,34,False,33,311
Industrial Specialty Services USA LLC,Deer Park,TX,1.0,2021-01-29 22:36:00,811310, Industrial equipment and machinery repair and maintenance services ,162,323693.0,0,0,0,0,0,0,True,81,811
Milbank CSC,Milbank,SD,1.0,2021-01-27 20:20:54,221112," Electric power generation, fossil fuel (e.g., coal, oil, gas) ",20,39579.0,0,0,0,0,0,0,True,22,221
Monticelli Painting and Decorating Inc.,Richmond,CA,1.0,2021-01-19 18:03:36,238320, Painting and wallpapering ,85,154537.0,0,0,0,0,0,0,True,23,238
2202,Williamsburg,VA,1.0,2021-02-25 10:38:56,445110,Supermrkts & other grocery stores,108,122282.0,0,1,0,2,3,3,True,45,445
Lakeland Pouring Plant,Lakeland ,FL,1.0,2021-01-25 15:21:51,326150, Polyurethane foam products manufacturing ,114,234704.0,0,0,5,2,7,7,True,33,326
7817,WINTERSVILLE,OH,1.0,2021-03-11 16:03:05,493110,General Warehousing and Storage,38,87077.0,0,0,0,0,0,0,True,49,493
2418-Hyatt Place Knoxville,Knoxville,TN,1.0,2021-01-26 19:21:12,721110,Hotels (except Casino Hotels) and Motels,42,63665.0,0,0,1,0,1,1,True,72,721
"Anderson Electrical Contractors, Ltd.",Hartford,CT,1.0,2021-01-14 20:49:37,238210, Low voltage electrical work ,17,38000.0,0,0,0,0,0,0,True,23,238
BAT 35,Harwood Heights,IL,1.0,2021-02-26 16:38:57,445110, ,22,33879.0,0,1,3,0,4,4,True,45,445
SODEXO AT HTM-CALIF ADMIN-MIKE CROMPTON,TUSTIN,CA,1.0,2021-03-03 16:53:50,561110,Business Services,1,1960.0,0,0,0,0,0,0,True,56,561
1 Pheasant Run,Newtown,PA,1.0,2021-10-07 20:01:35,332812, Coating metals and metal products for the trade ,49,98500.0,0,0,1,4,4,5,False,33,332
262879,Harleysville,PA,1.0,2021-03-18 22:56:23,561720, Custodial services ,27,24150.0,0,0,0,0,0,0,True,56,561
OGDEN UT DEPOT,OGDEN,UT,1.0,2021-03-10 19:21:09,311812,Commercial Bakeries,23,51483.0,0,0,0,0,0,0,True,33,311
Park Place of Belvidere,Belvidere,IL,1.0,2021-02-22 18:54:10,623110, Skilled nursing facilities ,67,90578.0,0,0,0,0,0,0,True,62,623
K.L.S. Smith Inc. d/b/a Hoosic Valley Shop N Save,Schaghticoke ,NY,1.0,2021-03-10 17:43:05,445110, Grocery stores ,50,67536.0,0,0,0,0,0,0,True,45,445
Joliet Township High School District 204 - Alternate School,Joliet,IL,2.0,2021-02-08 15:30:43,611110, High schools ,25,33705.0,0,1,0,0,1,1,True,61,611
Centerville Elementary School,Centerville,MN,2.0,2021-01-28 15:46:25,611110, Elementary and secondary schools ,73,85667.0,0,0,0,0,0,0,True,61,611
Waters Of America #23,Hazelwood,MO,1.0,2021-02-24 19:44:28,312112," Naturally carbonated water, purifying and bottling ",27,49950.0,0,0,0,0,0,0,True,33,312
"Iron Fabrication Services, INC",Annapolis,MD,1.0,2021-03-30 19:21:46,332999," Identification plates, metal, manufacturing ",27,62112.0,0,1,0,0,1,1,True,33,332
Joliet IL FXFE-JOT,Joliet              ,IL,1.0,2021-02-23 14:44:49,484122,Less Than Truckload General Freight Trucking,175,398234.0,0,4,1,5,10,10,True,49,484
3188,Rochester,MN,1.0,2021-02-02 16:37:37,423450,"423450 Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",0,0.0,0,0,0,0,0,0,True,42,423
Crescent Wood,Titusville,FL,2.0,2021-04-08 21:07:44,623311, Assisted-living facilities with on-site nursing facilities ,102,57598.0,0,5,0,0,0,5,False,62,623
"PF Stockton Fitness, LLC ",Sacramento,CA,1.0,2021-02-12 15:17:57,713940," Health club facilities, physical fitness ",15,10466.0,0,0,0,0,0,0,True,71,713
Oakmont Manor ,Flatwoods ,KY,1.0,2021-01-12 20:43:43,623110, Nursing homes ,130,294835.0,0,1,0,8,9,9,True,62,623
6921-00239,VIRGINIA BEACH,VA,1.0,2021-02-13 00:12:54,445110,Supermarkets and Other Grocery (except Convenience) Stores,133,153698.0,0,2,1,0,3,3,True,45,445
CIN-SGI-IFLY CINCINNATI,LIBERTY TWP,OH,1.0,2021-03-11 22:49:01,713990,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,19,18732.0,0,0,0,1,1,1,True,71,713
Trans-System Inc - Phoenix,Phoenix,AZ,1.0,2021-02-15 22:42:10,484121," General freight trucking, long-distance, truckload (TL) ",80,159678.0,0,3,0,2,5,5,True,49,484
WYMAN ST WALTHAM-MAAL,Waltham,MA,1.0,2021-02-26 12:41:15,221210,Natural Gas Distribution,89,173020.0,0,0,0,0,0,0,True,22,221
6400-SWY-0005-0005-01928,AURORA,CO,1.0,2021-02-24 03:42:52,445110,Supermarkets and Other Grocery (except Convenience) Stores,85,136544.0,0,3,2,2,7,7,True,45,445
EATELCORP - Vision Communications,Larose,LA,1.0,2021-01-26 21:25:48,517110,"Long-distance telephone carriers, wired",44,87471.0,0,1,0,0,1,1,True,51,517
"Custom Profiles, Inc.",Fitzgerald,GA,1.0,2021-03-11 15:38:40,326121," Profile shapes (e.g., rod, tube), nonrigid plastics, manufacturing ",28,56463.0,0,0,0,1,1,1,True,33,326
2573-FL055,DORAL,FL,1.0,2021-02-03 21:02:52,485991,Special Needs Transportation,3,5760.0,0,0,0,0,0,0,True,49,485
Brand Scaffold Services Inc.  - Long Beach Branch,Long Beach,CA,1.0,2021-03-04 12:14:05,238990,Specialty Trade Contractor,123,255954.0,0,0,0,1,1,1,True,23,238
GOOD SAMARITAN SOCIETY - Postville,Postville,IA,1.0,2021-03-09 18:27:38,623110, Nursing homes ,81,72330.0,0,2,0,0,2,2,True,62,623
380090-AKR-SOUTH ARLINGTON STA,AKRON,OH,1.0,2021-02-28 15:07:34,491110,Mail and Parcel Delivery,60,108207.0,0,3,3,1,7,7,True,49,491
Ahuja Medical Center,Beachwood,OH,1.0,2021-02-22 15:15:31,622110, General medical and surgical hospitals ,1207,1501569.0,0,3,0,30,32,33,False,62,622
New Prague Aquatics & Fitness Center,New Prague,MN,3.0,2021-02-23 17:09:43,713940, Recreational sports club facilities ,15,10000.0,0,0,0,0,0,0,True,71,713
MOGLAD-OPI-GLADSTONE,GLADSTONE,MO,1.0,2021-03-03 04:05:41,621991,PLASMA COLLECTION,21,39134.0,0,0,0,1,1,1,True,62,621
55870 Richmond,Richmond ,VA,1.0,2021-02-22 13:24:54,485991, Paratransit transportation services ,107,194929.0,0,3,2,0,5,5,True,49,485
A & R Ironworks LLC,Tucker,GA,1.0,2021-09-22 18:11:00,238190," Welding, on site, contractors ",37,73381.0,0,0,0,0,0,0,True,23,238
Marland Place,Andover,MA,1.0,2021-02-26 19:08:39,623312, Assisted-living facilities without on-site nursing care facilities ,92,133301.0,0,22,0,2,3,24,False,62,623
Trader Joe`s 0206 Los Angeles,Los Angeles,CA,1.0,2021-02-16 19:06:35,445110,Grocery Store,104,149094.0,0,5,1,6,7,12,False,45,445
Nashville Branch ,Nashville,TN,1.0,2021-02-01 16:30:51,238210, Electrical contractors ,132,345394.0,0,0,2,1,3,3,True,23,238
Danbury North Canton,North Canton,OH,1.0,2021-03-08 21:54:27,623312, Retirement homes without nursing care ,31,37658.0,0,0,0,0,0,0,True,62,623
Stemilt Ag Services (Mattawa West),Mattawa,WA,1.0,2021-01-29 22:58:38,115112," Orchard cultivation services (e.g., bracing, planting, pruning, removal, spraying, surgery) ",330,417828.0,0,11,6,4,19,21,False,11,115
LADWP 1350 S WALL ST, LOS ANGELES,CA,3.0,2021-02-26 14:48:04,221122,Electric Power Distribution,366,700892.0,0,10,8,6,24,24,True,22,221
Alpena Power Company,Alpena,MI,1.0,2021-02-16 18:12:34,221122, Distribution of electric power ,33,68961.0,0,1,0,0,1,1,True,22,221
RTP,Durham,NC,1.0,2021-02-02 14:50:30,334413," Diodes, solid-state (e.g., germanium, silicon), manufacturing ",534,1068000.0,0,3,5,1,8,9,False,33,334
Envy at Pompano Beach,Pompano Beach,FL,1.0,2021-02-26 21:42:31,531110,Lessors of Residential Buildings and Dwellings,5,9593.0,0,0,0,0,0,0,True,53,531
355311-MID-ISLAND NY P&DC,MELVILLE,NY,1.0,2021-02-28 15:10:03,491110,Mail and Parcel Delivery,1305,2362751.0,0,31,1,1,30,33,False,49,491
"Bob Sumerel Tire Co Inc, Ashtabula Location 240",Ashtabula,OH,1.0,2021-09-03 16:13:31,423130, Motor vehicle tire and tube merchant wholesalers ,9,16700.0,0,0,0,0,0,0,True,42,423
Portland Water Bureau Administration,Portland,OR,3.0,2021-01-28 18:10:14,221310, Water distribution (except irrigation) ,20,34258.0,0,0,0,0,0,0,True,22,221
Power Contracting Colorado Statewide,Mount Airy,NC,1.0,2021-01-29 17:56:28,237130," Construction management, power and communication transmission line ",5,11836.0,0,0,0,0,0,0,True,23,237
781,SEATTLE,WA,1.0,2021-02-25 14:10:21,492110,Transportation  Air Cargo,245,448695.0,0,13,3,0,12,16,False,49,492
Trader Joe`s 0020 LaJolla,La Jolla,CA,1.0,2021-02-16 19:04:58,445110,Grocery Store,98,134980.0,0,14,0,2,13,16,False,45,445
The Vineyard at Fountaingrove,Santa Rosa,CA,1.0,2021-01-21 16:43:36,623312, Assisted-living facilities without on-site nursing care facilities ,41,67262.0,0,1,5,0,6,6,True,62,623
KidCare Express MMU I,San Diego,CA,1.0,2021-03-10 18:35:57,621498,All other outpaitent care centers,3,2770.0,0,0,0,0,0,0,True,62,621
AHC Campus,Benton,AR,1.0,2021-02-17 17:01:48,623220," Mental health facilities, residential ",60,79000.0,0,0,0,1,1,1,True,62,623
SODEXO AT HENKEL OF AMERICA,WESTLAKE,OH,1.0,2021-03-03 16:12:53,561210,Facilities Support Services,1,2407.0,0,0,0,0,0,0,True,56,561
Springhill Suites - Sanford,Sanford,FL,1.0,2021-06-10 15:41:29,721110, Hotels (except casino hotels) ,25,35378.0,0,0,0,0,0,0,True,72,721
NYPOU - POUGHKEEPSIE,POUGHKEEPSIE,NY,1.0,2021-02-26 19:03:43,492110,Couriers,190,291783.0,0,10,1,8,14,19,False,49,492
"Dauphin Precision Tool, LLC",Millersburg,PA,1.0,2021-01-22 21:32:56,333515," Dies and taps (i.e., a machine tool accessory) manufacturing ",103,188664.0,0,0,0,3,3,3,True,33,333
"PATRICK MILLER TRACTOR CO., INC.",MANY,LA,1.0,2021-09-20 19:59:45,423820," Harvesting machinery and equipment, agriculture, merchant wholesalers ",39,83702.0,0,0,0,0,0,0,True,42,423
MGS Machine,Maple Grove,MN,1.0,2021-03-09 15:08:48,333993, Food packaging machinery manufacturing ,100,159805.0,0,0,1,1,2,2,True,33,333
"TX.SANDI.1 - Ricoh Americas Holdings, Inc.",SANDIA,TX,1.0,2021-02-06 01:43:03,423420,Office Equipment,1,2000.0,0,0,0,0,0,0,True,42,423
"M. G. McGrath, Inc. Glass & Glazing",Maplewood,MN,1.0,2021-02-26 17:56:13,238150," Curtain wall, glass, installation ",80,157160.0,0,0,1,0,1,1,True,23,238
"Jackson Taylor Contractors, LLC",Zelienople,PA,1.0,2021-01-18 14:52:30,236220, Commercial building construction ,16,30134.0,0,0,0,0,0,0,True,23,236
Waypoint Logistics Midwest,Elkhart,IN,1.0,2021-09-08 19:32:05,484220," Trucking, specialized freight (except used goods), local ",15,34113.0,0,0,0,0,0,0,True,49,484
GENE'S HEARTLAND FOODS 708,ANTHONY,KS,1.0,2021-02-11 17:29:29,445110, Grocery stores ,14,23261.0,0,0,0,0,0,0,True,45,445
Elizabeth Randolph Lewis Powhatan YMCA,Powhatan,VA,1.0,2021-01-26 22:33:48,813410," Membership associations, civic or social ",38,21426.0,0,0,0,0,0,0,True,81,813
5038 Tidal Health Peninsula Regional Inc,Salisbury,MD,1.0,2021-02-20 00:51:54,722310,Food Service,5,10271.0,0,0,0,0,0,0,True,72,722
518,CHARLOTTE,NC,1.0,2021-02-25 10:31:52,445110,Supermrkts & other grocery stores,73,85125.0,0,0,0,0,0,0,True,45,445
"P&D Electric, Inc.",Hannibal,MO,1.0,2021-01-12 19:28:22,238210, Low voltage electrical work ,33,55409.0,0,0,0,0,0,0,True,23,238
"Underground Systems Construction, Inc.",Wichita,KS,1.0,2021-01-06 21:02:02,237120," Distribution line, gas and oil, construction ",78,173044.0,0,0,0,0,0,0,True,23,237
"INGRAM READYMIX, INC.-SA2 #15						",SAN ANTONIO,TX,1.0,2021-03-31 22:10:07,327320, Ready-mix concrete manufacturing and distributing ,35,86930.0,1,9,0,0,5,10,False,33,327
Wesley Apartments LP ,Peekskill,NY,1.0,2021-03-09 04:31:32,531110, Apartment building rental or leasing ,3,8805.0,0,0,0,0,0,0,True,53,531
Orion Photo Industries,Prescott,AZ,1.0,2021-01-15 18:54:58,424990, Matches and match books merchant wholesalers ,64,67369.0,0,1,0,0,0,1,False,42,424
BlueLinx Corporation Statesville,Statesville,NC,1.0,2021-03-04 17:56:27,423310,Wholesale Building Products,30,63180.0,0,0,0,0,0,0,True,42,423
AMI - Tulsa,Tulsa,OK,1.0,2021-02-26 17:43:49,333318, Flight simulation machinery manufacturing ,31,56092.0,0,0,0,0,0,0,True,33,333
MBW,Orange,MA,1.0,2021-02-15 13:14:24,322220, Gift wrap made from purchased materials ,165,340734.0,0,6,0,0,6,6,True,33,322
"West Coast FL Enterprises, Inc",Fort Myers,FL,1.0,2021-01-27 18:22:51,238160, Roofing contractors ,100,213435.0,0,0,5,7,12,12,True,23,238
2904-ASM-ID,ANY,ID,1.0,2021-02-09 17:28:10,425120,"Agents and brokers, durable goods, wholesale trade",99,96843.0,0,2,0,0,2,2,True,42,425
Kilstrom Center,Mitchell,SD,1.0,2021-01-13 18:55:31,624310," Habilitation job counseling and training, vocational ",29,58240.0,0,2,0,0,0,2,False,62,624
474476-JOHNSON CITY PO,JOHNSON CITY,TN,1.0,2021-02-28 15:00:19,491110,Mail and Parcel Delivery,53,96285.0,0,3,2,0,5,5,True,49,491
CBSL Transportation Services Reserve Facility,Reserve,LA,1.0,2021-01-19 16:24:24,484121," Container trucking services, long-distance (TL) ",50,60357.0,0,1,0,0,1,1,True,49,484
Middlebury Hardwood Products,Middlebury,IN,1.0,2021-02-05 15:51:59,321911," Windows, louver, wood, manufacturing ",227,436479.0,0,1,6,8,13,15,False,33,321
PolyOne Corporation,Vonore,TN,1.0,2021-01-05 12:42:58,325211, Polyvinyl chloride (PVC) resins manufacturing ,62,124248.0,0,0,0,0,0,0,True,33,325
Shippers Warehouse-Rialto,Rialto,CA,1.0,2021-03-23 20:38:12,493110," Public warehousing and storage (except self storage), general merchandise ",45,101944.0,0,0,0,0,0,0,True,49,493
LQ0948 Phoenix  Scottsdale,Scottsdale,AZ,1.0,2021-05-07 13:31:11,721110,Hospitality,23,42629.0,0,0,0,0,0,0,True,72,721
JA Soden Framing,Jamul,CA,1.0,2021-01-20 19:25:19,236116, Apartment building construction general contractors ,70,38790.0,0,9,0,0,1,9,False,23,236
4080 Enterprise Way,Flowery Branch,GA,1.0,2021-03-08 21:15:08,333415, Refrigeration compressors manufacturing ,197,409760.0,0,2,2,6,10,10,True,33,333
Ridgewood Terrace Health & Rehab,Madisonville,KY,1.0,2021-01-19 16:50:32,623110, Skilled nursing facilities ,120,186460.0,0,43,2,3,6,48,False,62,623
Island Transportation Corp - North Haven CT,North Haven,CT,1.0,2021-01-29 17:11:06,484220," Tanker trucking (e.g., chemical, juice, milk, petroleum), local ",63,138145.0,0,1,0,2,3,3,True,49,484
Sleepy Eye,Sleepy Eye,MN,1.0,2021-02-18 18:29:50,311514, Nonfat dry milk manufacturing ,36,79734.0,0,2,0,0,2,2,True,33,311
Penny Lane Lancaster Courtyard,Lancaster,CA,1.0,2021-01-29 22:29:09,624190," Social service agencies, family ",18,19470.0,0,0,0,0,0,0,True,62,624
Versatile Packagers - FL,Tampa,FL,1.0,2021-03-10 13:43:51,561910, Packaging services (except packing and crating for transportation) ,80,162000.0,0,0,3,0,3,3,True,56,561
Bus Garage,Bradley,IL,3.0,2021-02-17 21:57:25,485410," Bus operation, school and employee ",22,13654.0,0,0,0,0,0,0,True,49,485
9105 FM 1385 PILOT POINT TX,PILOT POINT,TX,1.0,2021-02-10 14:43:51,221210,Natural Gas Transmission & Distribution,2,3600.0,0,0,0,0,0,0,True,22,221
"Southern Pipe & Supply Co., Inc - Tuscaloosa, Al",Tuscaloosa,AL,1.0,2021-02-19 16:37:04,423720, Plumbing supplies merchant wholesalers ,16,36180.0,0,0,0,0,0,0,True,42,423
Nucap US Inc,Wolcott,CT,1.0,2021-02-15 15:17:02,332510," Automobile hardware, metal, manufacturing ",20,28809.0,0,0,0,0,0,0,True,33,332
ORG,Orange,TX,1.0,2021-03-16 21:47:50,484122," General freight trucking, long-distance, less-than-truckload (LTL) ",15,34401.0,0,1,0,0,1,1,True,49,484
"Multi Mechanical, Inc",Corona,CA,1.0,2021-02-02 20:47:06,238220," HVAC (heating, ventilation and air-conditioning) contractors ",105,197580.0,0,0,0,0,0,0,True,23,238
Foodservice : MASSASOIT,Bedford Park,IL,1.0,2021-02-26 02:03:51,326199, ,17,51869.0,0,0,0,0,0,0,True,33,326
Shop Rite of East Orange,East Orange,NJ,1.0,2021-03-09 18:51:23,445110, Supermarkets ,449,384653.0,0,1,0,2,3,3,True,45,445
McDaniel and Son Plumbing,"Mansfield,",TX,1.0,2021-02-26 18:13:47,238220, Plumbing and heating contractors ,47,90693.0,0,1,0,1,2,2,True,23,238
CI - West Union OH,West Union,OH,1.0,2021-03-19 21:16:04,333999," Filters, industrial and general line (except internal combustion engine, warm air furnace), manufacturing ",155,275637.0,0,3,2,0,5,5,True,33,333
Redwood City Health Center (RWC),Redwood City,CA,1.0,2021-02-26 18:40:01,621410, Family planning centers ,15,24451.0,0,1,0,0,0,1,False,62,621
Erie SC,Erie,PA,1.0,2021-09-01 19:12:00,221210, Distribution of natural gas ,80,149902.0,0,0,0,1,1,1,True,22,221
D34 Charlotte,Charlotte,NC,1.0,2021-02-10 18:22:05,238290,Vertical Transportation Company,128,257302.0,0,0,1,1,2,2,True,23,238
McGee Air Services SEA,Seattle,WA,1.0,2021-02-08 17:20:11,488119, Airport baggage handling services ,768,1259312.0,0,90,13,21,120,124,False,49,488
"American Homes 4 Rent, LP - Washington",Kent,WA,1.0,2021-01-22 17:31:43,531110, Lessors of residential buildings and dwellings ,15,27264.0,0,0,0,0,0,0,True,53,531
Public Works,Elk River,MN,3.0,2021-01-29 20:35:08,921190," Public property management services, government ",39,65144.0,0,3,1,0,4,4,True,92,921
Marriott Hotel ,Austin,TX,1.0,2021-01-19 17:37:44,238220, Mechanical contractors ,7,12003.0,0,0,1,0,1,1,True,23,238
MCR Allentown Tenant LLC,Breinigsville,PA,1.0,2021-03-10 00:06:39,721110, Hotels (except casino hotels) ,25,26602.0,0,1,0,1,0,2,False,72,721
TC Transcontinental Spartanburg,Spartanburg,SC,1.0,2021-02-22 18:13:42,326112," Film, plastics, packaging, manufacturing ",198,459642.0,0,0,1,0,1,1,True,33,326
Leonard Flynn Elementary,San Francisco,CA,3.0,2021-01-28 18:40:16,611110,Elementary and Secondary Schools,6,12522.0,0,0,0,0,0,0,True,61,611
"Merrick, LLC",Cottonport,LA,1.0,2021-02-09 16:15:26,238910, Dirt moving for construction ,107,212365.0,0,1,0,0,1,1,True,23,238
230401-BAL-CARROLL STA,BALTIMORE,MD,1.0,2021-02-28 14:48:16,491110,Mail and Parcel Delivery,48,87230.0,0,0,2,1,3,3,True,49,491
Stamford EMS,Stamford,CT,1.0,2021-01-21 18:11:31,621910," Emergency medical transportation services, air or ground ",70,106195.0,0,4,0,3,6,7,False,62,621
RM Tampa,Tampa,FL,1.0,2021-02-22 18:14:52,444190,Other Building Material Dealers,23,54169.0,0,0,1,0,1,1,True,45,444
Star ,Marion,OH,1.0,2021-02-22 14:37:08,332721, Precision turned product manufacturing ,44,65853.0,0,0,0,0,0,0,True,33,332
GreenMark Equipment Knox,Knox,IN,1.0,2021-04-20 15:06:40,423820, Agricultural machinery and equipment merchant wholesalers ,8,17399.0,0,0,0,0,0,0,True,42,423
Heritage Hall Front Royal,Front Royal,VA,1.0,2021-02-02 18:19:31,623110, Skilled nursing facilities ,64,104987.0,0,0,0,3,3,3,True,62,623
Sweco,Florence,KY,1.0,2021-02-08 14:49:57,333999,Manufacture of Processing Equipment,263,567000.0,0,0,1,0,1,1,True,33,333
Dodge Center,Dodge Center,MN,1.0,2021-02-25 18:20:55,336211,Motor Vehicle Body Manufacturing,1215,2305682.0,0,5,18,12,35,35,True,33,336
BIL,BILLINGS,MT,1.0,2021-02-24 20:20:22,484122,Freight Trucking LTL,24,48340.0,0,0,0,0,0,0,True,49,484
"Goodwill Industries of NWNC, Fletcher 34",Fletcher,NC,1.0,2021-03-17 19:19:54,624310," Job training, vocational rehabilitation or habilitation ",13,19723.0,0,0,1,0,1,1,True,62,624
"BJC Group, Inc.",Port Orchard,WA,1.0,2021-02-26 16:07:06,236220," Addition, alteration and renovation for-sale builders, commercial and institutional building ",25,44270.0,0,1,0,0,1,1,True,23,236
014-00705,DAYTON,OH,1.0,2021-02-19 17:55:32,445110,Retail grocery not including convenience stores,68,103313.0,0,0,1,0,1,1,True,45,445
483306-FRISCO CARRIER ANNEX,FRISCO,TX,1.0,2021-02-28 14:46:56,491110,Mail and Parcel Delivery,63,113188.0,0,0,3,0,3,3,True,49,491
2637,Dallas,TX,1.0,2021-02-02 16:36:47,423450,"423450 Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",1,2024.0,0,0,0,0,0,0,True,42,423
Pitt Ohio - Roanoke,Roanoke,VA,1.0,2021-02-26 17:01:32,484110," General freight trucking, local ",82,21778.0,0,1,0,1,2,2,True,49,484
Life Care Center of Wilbraham,Wilbraham,MA,1.0,2021-02-04 15:52:09,623110, Nursing homes ,145,62953.0,0,11,0,0,1,11,False,62,623
15113 Baylor Medical Center at Irving - Managed,Irving,TX,1.0,2021-03-02 05:39:49,622310," Hospitals, specialty (except psychiatric, substance abuse) ",38,42859.0,0,2,0,1,3,3,True,62,622
"NV.HENDE.6 - Ricoh Americas Holdings, Inc.",HENDERSON,NV,1.0,2021-02-06 01:28:37,423420,Office Equipment,1,2000.0,0,0,0,0,0,0,True,42,423
O-CRANBURY DEPOT,CRANBURY,NJ,1.0,2021-03-09 16:58:08,713290,Other Gambling Industries,47,77756.0,0,1,1,0,2,2,True,71,713
"Sierra Packaging & Converting, LLC.",Reno,NV,1.0,2021-02-12 17:51:03,326112," Flexible packaging, plastics film, manufacturing ",88,240980.0,0,9,2,3,10,14,False,33,326
6183-61830190,FREMONT,NE,1.0,2021-02-09 21:20:53,622110,General Medical and Surgical Hospitals,605,1032422.0,0,3,1,13,17,17,True,62,622
"Ellenwood, GA (WC USX ATL)",Ellenwood,GA,1.0,2021-02-09 20:46:21,484121," General freight trucking, long-distance, truckload (TL) ",53,102976.0,0,0,0,1,1,1,True,49,484
illumina,San Diego,CA,1.0,2021-02-03 21:10:21,541711, Biotechnology research and development laboratories or services in the medical sciences ,3983,8239241.0,0,1,15,4,17,20,False,54,541
Winchester Trucking/Division,WINCHESTER,VA,1.0,2021-01-28 16:08:55,324121, Asphalt paving mixtures made from purchased asphaltic materials ,28,49415.0,0,0,0,0,0,0,True,33,324
397590-SNYDER PO,SNYDER,OK,1.0,2021-02-27 23:43:09,491110,Mail and Parcel Delivery,7,13432.0,0,0,1,0,1,1,True,49,491
7042,BAYTOWN,TX,1.0,2021-03-11 16:01:20,493110,General Warehousing and Storage,1331,2125335.0,0,0,14,0,14,14,True,49,493
"REIDSVILLE, NC #03180",REIDSVILLE,NC,1.0,2021-02-25 16:01:43,444130,Hardware Store,16,498.0,0,0,0,0,0,0,True,45,444
362194-DUR-ENO VALLEY STA,DURHAM,NC,1.0,2021-02-27 03:31:12,491110,Mail and Parcel Delivery,76,136881.0,0,0,1,0,1,1,True,49,491
HSX,Pennsauken,NJ,1.0,2021-02-15 20:35:59,621610,home health care,0,760.0,0,0,0,0,0,0,True,62,621
Charles Pankow Builders- NorCal,Oakland,CA,1.0,2021-02-03 17:20:05,236220, Commercial building construction general contractors ,71,141682.0,0,0,0,0,0,0,True,23,236
SODEXO AT HOLLENBECK PALMS,LOS ANGELES,CA,1.0,2021-03-03 16:34:40,561210,Facilities Support Services,2,3812.0,0,0,0,0,0,0,True,56,561
2073-SW-20730075-CS-SW,SALT LAKE CITY,UT,1.0,2021-02-12 21:39:17,481111,Transportation Air Carriers,243,486000.0,0,0,1,1,2,2,True,49,481
John L Sullivan Chevrolet ,Roseville,CA,1.0,2021-02-03 00:45:57,441110," Automobile dealers, new only or new and used ",245,437602.0,0,0,1,0,1,1,True,45,441
City of Rockville Civic Center,Rockville,MD,3.0,2021-02-08 16:49:54,711310, Arts event organizers with facilities ,47,21543.0,0,0,0,1,0,1,False,71,711
SHOREVIEW NURSING AND REHABILITATION CENTER,BROOKLYN,NY,3.0,2021-02-12 16:57:07,623110, Nursing homes ,347,470847.0,0,6,0,3,6,9,False,62,623
Kentucky Auto Brokers LLC,London,KY,1.0,2021-01-26 19:39:31,441310," Parts and accessories dealers, automotive ",39,44379.0,0,0,0,0,0,0,True,45,441
Smith Contracting Co.,Austin,TX,1.0,2021-02-05 17:06:16,237310, Road construction ,165,354188.0,0,2,10,0,10,12,False,23,237
2576-452,NEWPORT NEWS,VA,1.0,2021-03-09 13:33:47,622210,Psychiatric and Substance Abuse Hospitals,203,422240.0,0,23,17,4,30,44,False,62,622
201348,Woburn,MA,1.0,2021-02-26 17:17:02,423840, General-line industrial supplies merchant wholesalers ,20,40000.0,0,1,0,1,2,2,True,42,423
XWC,GLEN MILLS,PA,1.0,2021-02-18 19:56:37,484122,Freight Transportation,43,84612.0,0,3,3,2,8,8,True,49,484
Envelope 1 Inc.,Columbiana ,OH,1.0,2021-02-26 18:46:08,322230," Envelopes (i.e., mailing, stationery) made from any material ",114,272103.0,0,0,1,1,2,2,True,33,322
SKYLINE CORPORATION,LANCASTER,WI,1.0,2021-02-26 16:27:30,321991, Manufactured (mobile) homes manufacturing ,143,219410.0,0,2,4,1,7,7,True,33,321
"Power Plant Repair Services, LLC ",Oswego ,IL,1.0,2021-04-13 19:07:08,811310, Electrical generating and transmission equipment repair and maintenance services ,64,153600.0,0,0,0,0,0,0,True,81,811
Concord NC  1000 Derita Road,Concord,NC,1.0,2021-02-11 17:35:36,484121,General Freight Trucking LongDistance Truckload,34,79040.0,0,1,0,1,2,2,True,49,484
SODEXO AT OMELVENY & MYERS,LOS ANGELES,CA,1.0,2021-03-03 16:35:46,561210,Facilities Support Services,3,2566.0,0,0,0,0,0,0,True,56,561
Kwik Trip CT Petroleum Delivery 668,La Crosse,WI,1.0,2021-01-27 14:39:43,484220," Trucking, specialized freight (except used goods), local ",263,547064.0,0,3,1,4,8,8,True,49,484
